mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,spectral_rolloff,zero_crossing_rate,spectral_centroid,rms_energy,speaker_label
-386.7025146484375,72.21466064453125,10.307149887084961,12.654577255249023,-1.3736549615859985,8.700492858886719,-1.5858579874038696,10.503376007080078,-1.7995789051055908,-9.949798583984375,-1.1050868034362793,-10.044647216796875,-1.216380000114441,3900.078125,0.1522802734375,1978.7188346335847,0.02933536097407341,member 3
-407.5625305175781,70.02525329589844,7.21164608001709,7.649712562561035,-0.9220872521400452,8.974844932556152,-1.9778046607971191,9.914674758911133,-14.565202713012695,-4.006063461303711,-7.403658866882324,-5.432493209838867,-5.375601768493652,3885.703125,0.158037109375,1997.165857678106,0.020791606977581978,member 3
-414.0342712402344,83.7045669555664,2.081777334213257,21.860374450683594,-12.805246353149414,15.90168571472168,-11.046853065490723,14.092194557189941,0.6659500598907471,-1.6952881813049316,-8.316954612731934,-0.7803999185562134,-12.408355712890625,3384.21875,0.1265673828125,1697.476104741897,0.020056292414665222,member 3
-402.2220458984375,72.06555938720703,11.441349983215332,8.29668140411377,-3.324367046356201,7.948971271514893,-1.3516216278076172,10.249552726745605,-2.6039984226226807,-10.070679664611816,-2.230381727218628,-11.166693687438965,-2.0625407695770264,3952.6098901098903,0.1430878691620879,1971.2148974469433,0.020989371463656425,member 3
-408.57977294921875,70.0912094116211,9.909712791442871,9.254278182983398,-1.658919334411621,7.913338661193848,-2.7242605686187744,8.898080825805664,-2.994004249572754,-10.244109153747559,-2.676605224609375,-11.267333984375,-2.3842668533325195,3961.500563063063,0.14986275337837837,1984.8705150974974,0.019599705934524536,member 3
-251.45399404746914,25.914723099682273,9.343410994573388,3.2932460749548107,-2.0485555075682966,0.7778298811991214,-0.43754998564724645,2.1500472748417145,-2.48715847467167,-4.8024691483590205,-3.4461941830714244,-6.232168636224493,-4.083560789113427,5824.609375,0.3175732421875,3136.7784752102243,0.03108823299407959,member 3
-417.7390441894531,66.14420318603516,21.69603729248047,9.812939643859863,3.4707589149475098,6.550950527191162,-8.368878364562988,8.582372665405273,-10.073553085327148,-8.877653121948242,-2.465423107147217,-7.586028099060059,-4.9578657150268555,4432.793674698795,0.21130812311746988,2458.8810117389303,0.02278057299554348,member 3
-436.6010437011719,68.58444213867188,18.551939010620117,2.5122528076171875,5.277076721191406,2.260546922683716,-7.197705268859863,5.9814863204956055,-21.50632667541504,-0.42669999599456787,-9.049652099609375,-3.6132519245147705,-7.059964656829834,4398.90813253012,0.2278273249246988,2430.4607442661872,0.015716204419732094,member 3
-439.3703918457031,77.66034698486328,13.318589210510254,19.512344360351562,-8.261486053466797,21.80299186706543,-18.84808921813965,14.490904808044434,-6.31425142288208,-5.813612461090088,-8.314342498779297,0.3017086088657379,-9.906803131103516,3706.6076807228915,0.19577724962349397,2076.1430177159323,0.016801908612251282,member 3
-426.24383544921875,66.23359680175781,21.854631423950195,5.252686500549316,2.963657855987549,6.794492721557617,-10.376317977905273,9.425726890563965,-11.760469436645508,-9.330602645874023,-3.0843374729156494,-8.938385009765625,-6.210629940032959,4414.791666666667,0.22236328125,2440.218031417752,0.016430122777819633,member 3
-440.324951171875,65.47743225097656,21.536100387573242,5.604700565338135,4.522746562957764,7.580924034118652,-9.405762672424316,10.024532318115234,-11.514265060424805,-8.612873077392578,-2.371472120285034,-7.952143669128418,-6.1269636154174805,4383.067255434783,0.23041036854619565,2449.189661025484,0.016696343198418617,member 3
-262.54643501253054,21.495479970113095,10.45636975319344,1.0756155977205426,-0.08429750355395042,-0.33769746555446634,-4.568546907669987,-1.3007138098763993,-5.518965618992083,-4.5652602912932725,-4.808865357792607,-4.924915892342422,-3.744486346026387,6025.790662650603,0.379894578313253,3374.741037701647,0.02487996406853199,member 3
-548.5759887695312,59.16323471069336,10.063268661499023,12.80255126953125,13.69744873046875,-4.399782657623291,-8.277389526367188,0.9035893082618713,-2.8320064544677734,-3.5052781105041504,0.7256287336349487,1.0923101902008057,-2.5895135402679443,4352.236960431655,0.15908835431654678,2244.4237998339327,0.006377601530402899,member 4
-581.4786987304688,63.0282096862793,9.578269004821777,15.723883628845215,7.76173210144043,-10.51661205291748,-6.1154561042785645,1.2823282480239868,-3.983039617538452,-0.4507778286933899,2.2329492568969727,-1.84237539768219,-2.64612078666687,4492.524730215828,0.2074984543615108,2256.152468593182,0.0041774483397603035,member 4
-583.2857666015625,65.1144790649414,7.9105224609375,16.809276580810547,10.672755241394043,6.981184005737305,-14.639809608459473,1.7665095329284668,-5.864480495452881,0.721691906452179,-6.952205657958984,5.8224053382873535,-4.288115501403809,3899.7864208633096,0.19437106564748202,1966.602393603148,0.00438325759023428,member 4
-578.0382690429688,59.44563293457031,12.58405590057373,12.9863862991333,13.878423690795898,-5.405929088592529,-9.272673606872559,-1.1464380025863647,-2.612374782562256,-3.1947576999664307,1.1900743246078491,1.8306947946548462,-1.6509077548980713,4471.106150793651,0.2030707465277778,2265.6395281706295,0.0043676067143678665,member 4
-579.3904418945312,60.91361999511719,11.340372085571289,13.528306007385254,13.306920051574707,-5.150034427642822,-9.329365730285645,-0.1390608549118042,-2.1915173530578613,-3.431107997894287,0.9849535226821899,1.1462723016738892,-2.176274299621582,4413.149350649351,0.1996214234983766,2244.8505212848336,0.00480233458802104,member 4
-285.24332181958033,7.380106962299833,7.615835749815547,4.4849794040714235,3.2805983938355556,-1.7882154718093202,-2.389484784003095,-1.7655786558699436,-1.0605038039841423,-1.134923818645198,-0.23609416234766503,0.2543392633070979,-0.5464191639408978,6603.192446043166,0.43733489770683454,3756.6612730869083,0.009878328070044518,member 4
-557.7088012695312,59.20341491699219,10.684009552001953,7.264906406402588,15.599151611328125,-5.773224830627441,-5.495116710662842,0.06720864772796631,-4.453946590423584,-4.849398612976074,0.9585786461830139,-0.861634373664856,-1.9417864084243774,4673.573369565217,0.18787364130434783,2514.8172709346363,0.005781494081020355,member 4
-584.966552734375,59.001827239990234,8.418335914611816,8.696545600891113,12.369477272033691,-12.737902641296387,-3.274087905883789,-1.4846532344818115,-6.300806522369385,-1.3937170505523682,0.4792664349079132,-3.276010513305664,-2.173607110977173,4722.89402173913,0.24587296195652175,2506.539834389605,0.0038721105083823204,member 4
-594.0599975585938,67.08944702148438,4.47357177734375,13.689168930053711,8.605270385742188,9.575551986694336,-17.678049087524414,8.062113761901855,-10.49891471862793,1.6823756694793701,-10.640918731689453,8.635343551635742,-8.041394233703613,4106.725543478261,0.22782778532608697,2213.9713291184066,0.0039421431720256805,member 4
-589.0491943359375,56.08362579345703,11.681310653686523,5.179158687591553,17.787750244140625,-6.602659225463867,-6.723804950714111,-0.8475487232208252,-5.061694145202637,-4.747427463531494,0.2674066722393036,-0.103705033659935,-2.1183974742889404,4895.535714285715,0.24395461309523808,2611.718278318153,0.003597953822463751,member 4
-585.99365234375,57.864776611328125,12.613527297973633,5.7872209548950195,18.076173782348633,-6.533947944641113,-5.362133502960205,0.3160027265548706,-4.873948574066162,-4.084903717041016,1.652714729309082,0.40558141469955444,-1.7416050434112549,4694.82421875,0.23728179931640625,2523.6262988845183,0.00414025504142046,member 4
-285.4961757269052,5.897379951389455,6.58985156582818,1.3756020103817357,3.7403710444068494,-2.186431279826935,-1.4059434728154103,-0.1316632274658272,-1.2363144724148665,-0.9541753596980428,-0.029756601697897716,0.5468132520306769,-0.721992993339298,6655.366847826087,0.44679857336956524,3816.3572795266214,0.009112341329455376,member 4
-416.6436462402344,61.744571685791016,23.10728645324707,1.5146033763885498,0.41025510430336,-4.004647731781006,-16.166837692260742,-4.1803107261657715,-7.283149242401123,-7.262041091918945,-2.6164183616638184,-1.1300917863845825,-7.9625115394592285,4497.234513274337,0.13797186117256638,2134.1099972125503,0.03452178090810776,member 2
-447.4762268066406,63.5300407409668,18.79071617126465,-3.2855873107910156,-0.8684118390083313,-11.078107833862305,-15.12866497039795,-3.1001453399658203,-8.789118766784668,-4.531495571136475,-0.24059900641441345,-6.160191535949707,-4.268497467041016,4332.134955752213,0.16692305033185842,2046.8192543015607,0.023562686517834663,member 2
-442.2314453125,63.302982330322266,21.89093589782715,8.870885848999023,-2.6906895637512207,5.915714263916016,-17.680788040161133,-4.696593761444092,-7.1282429695129395,-4.36089563369751,-9.203840255737305,2.519285202026367,-7.16276216506958,3788.716814159292,0.1529789477323009,1772.396334834514,0.02540048584342003,member 2
-440.4017028808594,62.58842086791992,22.781246185302734,1.2107435464859009,0.5808196067810059,-4.071423053741455,-17.300180435180664,-5.2639923095703125,-7.315947532653809,-8.421749114990234,-3.66412353515625,-1.256385087966919,-8.088239669799805,4412.014563106796,0.15693264563106796,2068.2607033054655,0.023771412670612335,member 2
-438.6983337402344,59.806983947753906,22.844947814941406,1.6500071287155151,1.2270331382751465,-3.6906230449676514,-17.14543342590332,-5.510674476623535,-7.086958885192871,-7.4495062828063965,-2.730247974395752,-0.9446830153465271,-8.195318222045898,4383.5,0.1605390625,2057.011973535348,0.025435905903577805,member 2
-260.173335350972,26.46800171155489,13.18144504642247,3.103052696229765,0.9671523008442791,-2.984891875488684,-8.555254753957321,-3.6117182530798413,-4.642352034101266,-4.319452502028254,-2.0187457823489794,-0.7291046488921185,-4.244956872549147,5905.4894911504425,0.35563295077433627,3248.6692407178066,0.03737060725688934,member 2
-393.458251953125,50.215450286865234,24.60178565979004,-2.0189077854156494,-4.410985946655273,-2.8289713859558105,-12.135836601257324,-0.012854699045419693,-6.908942699432373,-7.206513404846191,-1.946159839630127,-3.8856399059295654,-3.5482516288757324,5034.283980582524,0.16910175212378642,2404.9034824142727,0.0578719899058342,member 2
-419.0820617675781,48.540958404541016,20.32830810546875,-4.96810245513916,-3.8351364135742188,-6.742900371551514,-9.603848457336426,0.307936429977417,-11.268407821655273,-3.1766726970672607,-3.0182688236236572,-4.394339084625244,-1.3067411184310913,4977.320995145631,0.20152741959951456,2340.157317088671,0.03899633511900902,member 2
-427.2220458984375,54.979576110839844,19.98958969116211,11.735306739807129,-10.818281173706055,7.820831775665283,-18.290510177612305,2.7473270893096924,-8.168143272399902,-3.3344430923461914,-8.575804710388184,2.527526617050171,-9.90085506439209,4439.623786407767,0.18471253033980584,2058.551536188391,0.03719978407025337,member 2
-421.0546875,49.69334030151367,24.675596237182617,-0.507345974445343,-4.062836647033691,-2.9996843338012695,-12.277425765991211,-0.13311715424060822,-7.1815667152404785,-7.561883926391602,-1.936781406402588,-4.409098148345947,-4.094353675842285,5202.626329787234,0.19287109375,2401.7326303528284,0.036642275750637054,member 2
-412.481689453125,45.849700927734375,23.173194885253906,-0.9244163036346436,-4.022616863250732,-2.786370038986206,-12.149927139282227,0.4631671905517578,-6.8915934562683105,-7.092371463775635,-2.07844614982605,-3.814797878265381,-3.5296590328216553,5129.523026315789,0.19614343475877194,2389.2672331765802,0.039448123425245285,member 2
-242.2121479160682,26.51085628786522,15.465492643579672,0.14910317944239082,-2.474772789143646,-2.2471558811539922,-6.356653250287472,-0.9031444965161017,-5.139454621615392,-4.488779314549365,-2.8510632738129895,-3.092421414952109,-1.9257079328146747,5898.968446601942,0.3643478837985437,3290.189784890576,0.060732100158929825,member 2
-540.240966796875,100.01187896728516,14.878707885742188,12.524996757507324,5.64111328125,-7.0042290687561035,-13.30594539642334,-6.440948963165283,-7.294043064117432,-8.6346435546875,-8.038005828857422,-7.892731666564941,-8.385884284973145,3538.3798543689322,0.10863072663834951,1686.8061323633508,0.005104074254631996,member 1
-564.329833984375,98.61920928955078,12.42536449432373,8.16983699798584,-0.9032041430473328,-12.737918853759766,-12.871811866760254,-2.8188514709472656,-12.153789520263672,-8.323335647583008,-10.218153953552246,-8.246756553649902,-8.522196769714355,3581.841626213592,0.10480506674757281,1649.276879759616,0.003574173431843519,member 1
-574.8112182617188,103.07815551757812,12.136309623718262,18.257038116455078,-0.5448185205459595,6.777817726135254,-22.154373168945312,-1.3331718444824219,-13.018021583557129,-0.5759217739105225,-12.981242179870605,-0.12663701176643372,-12.757880210876465,3214.426577669903,0.09161673240291263,1474.981943521509,0.0035017214249819517,member 1
-564.1019897460938,96.33182525634766,18.011606216430664,8.726357460021973,4.869073867797852,-8.420868873596191,-14.806736946105957,-5.207263469696045,-7.477779865264893,-7.368223190307617,-6.838009357452393,-7.217981338500977,-8.844001770019531,3722.822473404255,0.10085085605053191,1701.2424388516888,0.003637048415839672,member 1
-568.10986328125,95.64398193359375,16.722963333129883,9.130495071411133,4.5284037590026855,-7.99617338180542,-14.34050464630127,-4.8160529136657715,-6.2926249504089355,-7.9983601570129395,-8.288629531860352,-8.060553550720215,-9.1728515625,3698.9446271929824,0.1003674958881579,1714.9088763967716,0.0034268724266439676,member 1
-286.45231835904406,10.563054861754535,6.780379984594142,2.9176715787312606,0.6198265671147583,-2.76843232524293,-3.544527494917601,-1.5853905897243792,-1.553662149654249,-2.714492293143835,-3.333543651938666,-2.978463930469654,-3.0206141027609057,6618.628640776699,0.3983332069174757,3665.7050289729036,0.008233724161982536,member 1
-578.8679809570312,90.46631622314453,23.058046340942383,13.115257263183594,1.8174529075622559,-7.139946937561035,-14.566556930541992,-5.206783771514893,-9.776480674743652,-5.123212814331055,-1.4303025007247925,-5.373775959014893,-5.4923095703125,3910.733695652174,0.1328719429347826,1982.0887673570073,0.0037642212118953466,member 1
-606.8303833007812,90.1535873413086,18.810272216796875,9.955206871032715,-4.749709606170654,-13.196925163269043,-12.915552139282227,-3.0489237308502197,-12.016166687011719,-0.9315672516822815,-5.483827590942383,-5.552845478057861,-3.416571855545044,3841.4402173913045,0.15979110054347825,1968.1439342591473,0.00233649043366313,member 1
-613.2666015625,92.34838104248047,19.90797996520996,22.700950622558594,0.7342391014099121,5.030717849731445,-20.5939884185791,-0.8829667568206787,-13.777307510375977,-4.272762298583984,-8.164292335510254,2.5457370281219482,-9.854523658752441,3413.586956521739,0.13744055706521738,1732.3252291571937,0.002690844237804413,member 1
-604.7750854492188,85.79605102539062,24.287763595581055,10.981075286865234,1.5419683456420898,-9.335044860839844,-15.616875648498535,-4.896738052368164,-9.813974380493164,-5.066387176513672,-1.258225679397583,-6.749044418334961,-5.367153167724609,4000.8928571428573,0.15462704613095238,2024.631971028074,0.002507923636585474,member 1
-608.3446044921875,88.19059753417969,23.741605758666992,13.530525207519531,2.915522813796997,-7.670628070831299,-15.740960121154785,-5.22518253326416,-10.035918235778809,-5.103759765625,-1.583543062210083,-6.0952653884887695,-6.1527533531188965,3943.4814453125,0.15825653076171875,1991.551181823826,0.002589145442470908,member 1
-292.63626160007607,4.481482151349531,5.5196420066994305,1.8522236009782498,0.9078976258439884,-2.2365218934298228,-3.2014642481815163,-2.7783719731376255,-2.3307800420458524,-1.5853926186772223,-0.7336170450332996,-0.5165744843996417,-1.0072613354870736,6694.089673913043,0.4426333220108696,3825.686439930672,0.007310501765459776,member 1
